ID,Recipe,Produced,Link,Ordered 0,I want,I have,Ingredients,Ing 1,Amt 1,,Ing 2,Amt 2,,Ing 3,Amt 3,,Ing 4,Amt 4,,Ing 5,Amt 5,,Ing 6,Amt 6,,Ing 7,Amt 7,,Ing 8,Amt 8,,Ing 9,Amt 9,,Ing 10,Amt 10,,Ing 11,Amt 11,,Dup,Category,Skill,Skill Req,Value,Markup,Value Per,Profit,Npc Value,Price Override,Found Where,Notes,Icon,Ordered Value 0,Markup %,CraftCount,Target Items 0,Item Count,Craft Order,,IconName,,,Material Bonus1,,Material Bonus2,,Material Bonus3,,Material Bonus4,,Material Bonus5,,Material Bonus6,Weight,Min Damage,Damage / Max Damage,SDD,StrMod,DexMultipler,IntMultipler,Critical,Range,Durability,Damage Resistance,Damage Absorption,Damage Avoidance,Fizzle,Slugs,Weapon Damage,Weapon Critical,,,,,,,Source,EndRecipe,LinkSingle1,Total from Base,BlackBar,ID#,Search1,Search2,RecipeName,Tool List,Price0,Price1,Price2,Price3,Price4,Price5,Price6,Price7,Price8,Price9,Price10,,,Icon_Filenames,Sort
Maple Long Bow with Supple Leather Bow String#_5993c77b9a3cfcb4955a512dc33bf69e,Maple Long Bow with Supple Leather Bow String,1,,0,,,"Carpentry Hammer, Maple Long Bowstave, (2)Supple Leather Bow String, (5)Wax",Carpentry Hammer,1,0,Maple Long Bowstave,1,0,Supple Leather Bow String,2,0,Wax,5,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,Production,Carpentry,,1689.60,153.60,1536,-1461.00,150,,,,,0.00,10.00,0.00,0,1,4,,,,5%,Weapon Damage,5%,Weapon Damage,5%,Weapon Critical Chance,5%,Weapon Critical Chance,,,,,2,7,21,Very Low,,,,5,,100,,,,,,,5,,,,,,,,,,1,,46,,,Maple Long Bow with Supple Leather Bow String,,,,,,,,,,,,,,,,
Maple Long Bowstave#_caa713d3244766eaf181cd39c39cc543,Maple Long Bowstave,1,,0,,,"Carpentry Hammer, Wood Rasp, (10)Maple Timber, Wax",Carpentry Hammer,1,0,Wood Rasp,1,0,Maple Timber,10,0,Wax,1,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,Production,Carpentry,10,354.20,32.20,322,-234.50,175,,,,,0.00,10.00,0.00,0,1,4,,,,50%,Weapon Damage,50.00%,Weapon Damage,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,20,,,Maple Long Bowstave,,,,,,,,,,,,,,,,
Maple Pole#_6c4e0859a5b72c8f5c11493e43001cb0,Maple Pole,1,,0,,,"Cubit Measure, (2)Maple Timber, (4)Wax",Cubit Measure,1,0,Maple Timber,2,0,Wax,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,Refining,Milling,,79.20,7.20,72,-62.00,20,,,,Wood_Pole_01,0.00,10.00,0.00,0,1,3,,,,-20%,Lower Reagent Cost,-20%,Lower Reagent Cost,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,11,,,Maple Pole,,,,,,,,,,,,,,,,
Maple Short Bow with Carapacian Bow String#_e24591414ef108442439572611e2595b,Maple Short Bow with Carapacian Bow String,1,,0,,,"Carpentry Hammer, Maple Short Bowstave, Carapacian Bow String, (5)Wax",Carpentry Hammer,1,0,Maple Short Bowstave,1,0,Carapacian Bow String,1,0,Wax,5,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,Production,Carpentry,,825.00,75.00,750,-705.00,90,,,,,0.00,10.00,0.00,0,1,4,,,,5%,Weapon Damage,5%,Weapon Damage,3%,Spell Critical Chance,2.50%,Spell Critical Chance,,,,,2,3,9,40,,,,5,,100,,,,,,49,5,,,,,,,,,,1,,43,,,Maple Short Bow with Carapacian Bow String,,,,,,,,,,,,,,,,
Maple Short Bow with Cotton Bow String#_1d1cda9770f38718bb5b62df77b3df0d,Maple Short Bow with Cotton Bow String,1,,0,,,"Carpentry Hammer, Maple Short Bowstave, Cotton Bow String, (5)Wax",Carpentry Hammer,1,0,Maple Short Bowstave,1,0,Cotton Bow String,1,0,Wax,5,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,Production,Carpentry,,231.00,21.00,210,-165.00,90,,,,,0.00,10.00,0.00,0,1,4,,,,5%,Weapon Damage,5%,Weapon Damage,5%,Attack Speed,5%,Attack Speed,,,,,2,3,9,40,,,,5,,100,,,,,,49,5,,,,,,,,,,1,,39,,,Maple Short Bow with Cotton Bow String,,,,,,,,,,,,,,,,
Maple Short Bow with Fustian Bow String#_4232f637a6fb4c1a8f983eb6a819366e,Maple Short Bow with Fustian Bow String,1,,0,,,"Carpentry Hammer, Maple Short Bowstave, Fustian Bow String, (5)Wax",Carpentry Hammer,1,0,Maple Short Bowstave,1,0,Fustian Bow String,1,0,Wax,5,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,Production,Carpentry,,825.00,75.00,750,-705.00,90,,,,,0.00,10.00,0.00,0,1,4,,,,5%,Weapon Damage,5%,Weapon Damage,5.00%,Focus,5%,Focus,,,,,2,3,9,40,,,,5,,100,,,,,,49,5,,,,,,,,,,1,,40,,,Maple Short Bow with Fustian Bow String,,,,,,,,,,,,,,,,
Maple Short Bow with Hardened Leather Bow String#_a2b84b4af85c83a4cf2df6e08f4465bc,Maple Short Bow with Hardened Leather Bow String,1,,0,,,"Carpentry Hammer, Maple Short Bowstave, Hardened Leather Bow String, (5)Wax",Carpentry Hammer,1,0,Maple Short Bowstave,1,0,Hardened Leather Bow String,1,0,Wax,5,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,Production,Carpentry,,781.00,71.00,710,-665.00,90,,,,,0.00,10.00,0.00,0,1,4,,,,5%,Weapon Damage,5%,Weapon Damage,5%,Weapon Range,5%,Weapon Range,,,,,2,3,9,40,,,,5,,100,,,,,,49,5,,,,,,,,,,1,,49,,,Maple Short Bow with Hardened Leather Bow String,,,,,,,,,,,,,,,,
Maple Short Bow with Leather Bow String#_99de84c9001ccf4165ed3b1343cd1d3c,Maple Short Bow with Leather Bow String,1,,0,,,"Carpentry Hammer, Maple Short Bowstave, Leather Bow String, (5)Wax",Carpentry Hammer,1,0,Maple Short Bowstave,1,0,Leather Bow String,1,0,Wax,5,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,Production,Carpentry,10,220.00,20.00,200,-155.00,90,,,,,0.00,10.00,0.00,0,1,4,,,,5%,Weapon Damage,5%,Weapon Damage,5%,Weapon Critical Chance,5%,Weapon Critical Chance,,,,,2,3,9,,,,,5,,100,,,,,,9,5,,,,,,,,,,1,,40,,,Maple Short Bow with Leather Bow String,,,,,,,,,,,,,,,,
Maple Short Bow with Supple Leather Bow String#_6b2c1b98ce962256eda6a5d76956c971,Maple Short Bow with Supple Leather Bow String,1,,0,,,"Carpentry Hammer, Maple Short Bowstave, Supple Leather Bow String, (5)Wax",Carpentry Hammer,1,0,Maple Short Bowstave,1,0,Supple Leather Bow String,1,0,Wax,5,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,Production,Carpentry,,781.00,71.00,710,-665.00,90,,,,,0.00,10.00,0.00,0,1,4,,,,5%,Weapon Damage,5%,Weapon Damage,3%,Weapon Critical Chance,2.50%,Weapon Critical Chance,,,,,2,3,9,40,,,,5,,100,,,,,,49,5,,,,,,,,,,1,,47,,,Maple Short Bow with Supple Leather Bow String,,,,,,,,,,,,,,,,
Maple Short Bowstave#_1bfddb8be2d336bf34405f2d70cf7d0f,Maple Short Bowstave,1,,0,,,"Carpentry Hammer, Wood Rasp, (3)Maple Timber, Wax",Carpentry Hammer,1,0,Wood Rasp,1,0,Maple Timber,3,0,Wax,1,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,Production,Carpentry,,107.80,9.80,98,-53.00,90,,,,,0.00,10.00,0.00,0,1,4,,,,15%,Weapon Damage,15%,Weapon Damage,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,21,,,Maple Short Bowstave,,,,,,,,,,,,,,,,
Maple Staff with Cotton Strap#_0b0b0053e1577c0e207eabee8e67ed0f,Maple Staff with Cotton Strap,1,,0,,,"Carpentry Hammer, (2)Maple Heartwood, (2)Cotton Cloth Strap, (5)Wax",Carpentry Hammer,1,0,Maple Heartwood,2,0,Cotton Cloth Strap,2,0,Wax,5,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,Production,Carpentry,,345.40,31.40,314,-304.00,20,,,,,0.00,10.00,0.00,0,1,4,,,,10%,Weapon Damage,10%,Weapon Damage,,,,,,,,,1,2,5,0,,,,1,,100,,,,,,5,1,,,,,,,,,,1,,30,,,Maple Staff with Cotton Strap,,,,,,,,,,,,,,,,
Maple Staff with Leather Strap#_740e9ebae7875f58578195c01acf8120,Maple Staff with Leather Strap,1,,0,,,"Carpentry Hammer, (2)Maple Heartwood, (2)Leather Straps, (5)Wax",Carpentry Hammer,1,0,Maple Heartwood,2,0,Leather Straps,2,0,Wax,5,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,Production,Carpentry,,341.00,31.00,310,-300.00,20,,,,,0.00,10.00,0.00,0,1,4,,,,10.00%,Weapon Damage,10.00%,Weapon Damage,20%,Combat Damage,20.00%,Combat Damage,,,,,1,2,5,0,,,,1,,100,,,,,,5,1,,,,,,,,,,1,,31,,,Maple Staff with Leather Strap,,,,,,,,,,,,,,,,
Maple Strip#_22566c988154382d0a2b4df6a78c501a,Maple Strip,2,,0,,,"Cubit Measure, (4)Maple Timber, Wax",Cubit Measure,1,0,Maple Timber,4,0,Wax,1,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,Refining,Milling,,143.00,13.00,130,-118.00,24,,,,Wood_Strip_01,0.00,10.00,0.00,0,1,3,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,12,,,Maple Strip,,,,,,,,,,,,,,,,
Maple Timber#_ce6a0244089e025b8aaefddcb3ede0a6,Maple Timber[],3,,0,,,"Cubit Measure, (3)Maple Wood, Creosote, (8)Wood Scrap",Cubit Measure,1,0,Maple Wood,3,0,Creosote,1,0,Wood Scrap,8,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,Dup,Refining,Milling,?,17.60,1.60,16,-16.00,,,,,Wood_Timber_01,0.00,10.00,0.00,0,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,13,,,Maple Timber,,,,,,,,,,,,,,,,
Maple Timber#_f2a332cf79fe533e99d2bc26f62fdca2,Maple Timber,2,,0,,,"Cubit Measure, (6)Maple Wood, (2)Creosote",Cubit Measure,1,0,Maple Wood,6,0,Creosote,2,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,Refining,Milling,1,35.20,3.20,32,-27.00,10,,,,Wood_Timber_01,0.00,10.00,0.00,0,1,3,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,3,,13,,,Maple Timber,,,,,,,,,,,,,,,,
Maple Tree Bark#_e8b9d8c98c7ed00b373ebacf097bb78d,Maple Tree Bark,2,,0,,,"Cubit Measure, (6)Maple Wood, (2)Creosote",Cubit Measure,1,0,Maple Wood,6,0,Creosote,2,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,Refining,Milling,,35.20,3.20,32,-31.50,1,,,,,0.00,10.00,0.00,0,1,3,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,3,,16,,,Maple Tree Bark,,,,,,,,,,,,,,,,
Maple Wand with Bronze Core#_6d9ab2ed07e89c2e624c48b39e43d26c,Maple Wand with Bronze Core,1,,0,,,"Carpentry Hammer, Maple Heartwood, Bronze Core, Wax",Carpentry Hammer,1,0,Maple Heartwood,1,0,Bronze Core,1,0,Wax,1,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,Production,Carpentry,,584.10,53.10,531,-530.50,1,,,,,0.00,10.00,0.00,0,1,4,,,,-10.00%,Lower Reagent Cost,-10.00%,Lower Reagent Cost,2%,Weapon Critical Chance,,,,,,,2,,5,0,,,,1,,,,,,,,5,1,,,,,,,,,,1,,28,,,Maple Wand with Bronze Core,,,,,,,,,,,,,,,,
Maple Wand with Constantan Core#_b8587faa81d9fc30ce6e7ef76a054c2e,Maple Wand with Constantan Core,1,,0,,,"Carpentry Hammer, Maple Heartwood, Constantan Core, Wax",Carpentry Hammer,1,0,Maple Heartwood,1,0,Constantan Core,1,0,Wax,1,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,Production,Carpentry,,584.10,53.10,531,-530.50,1,,,,,0.00,10.00,0.00,0,1,4,,,,-10%,Lower Reagent Cost,-10%,Lower Reagent Cost,3,Focus,,,,,,,2,,5,0,,,,1,,,,,,,,5,1,,,,,,,,,,1,,32,,,Maple Wand with Constantan Core,,,,,,,,,,,,,,,,
Maple Wand with Copper Core#_e7b3ae8178a5967e44e3803c05439a61,Maple Wand with Copper Core,1,,0,,,"Carpentry Hammer, Maple Heartwood, Copper Core, Wax",Carpentry Hammer,1,0,Maple Heartwood,1,0,Copper Core,1,0,Wax,1,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,Production,Carpentry,,224.40,20.40,204,-203.50,1,,,,,0.00,10.00,0.00,0,1,4,,,,-10%,Lower Reagent Cost,-10%,Lower Reagent Cost,100%,Weapon Critical Chance,,,,,,,2,,5,0,,,,1,,,,,,,,5,1,,,,,,,,,,1,,28,,,Maple Wand with Copper Core,,,,,,,,,,,,,,,,
Maple Wand with Iron Core#_7a3b9b1e0a7c74bcd88b71c1e6ff0a50,Maple Wand with Iron Core,1,,0,,,"Carpentry Hammer, Maple Heartwood, Iron Core, Wax",Carpentry Hammer,1,0,Maple Heartwood,1,0,Iron Core,1,0,Wax,1,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,Production,Carpentry,,224.40,20.40,204,-203.50,1,,,,,0.00,10.00,0.00,0,1,4,,,,-10%,Lower Reagent Cost,-10%,Lower Reagent Cost,10.00%,Weapon Damage,,,,,,,2,,5,0,,,,1,,,,,,,,5,1,,,,,,,,,,1,,26,,,Maple Wand with Iron Core,,,,,,,,,,,,,,,,
Maple Wand with Meteoric Iron Core#_4e74bddaa4328cf2f3b85e7397905c42,Maple Wand with Meteoric Iron Core,1,,0,,,"Carpentry Hammer, Maple Heartwood, Meteoric Iron Core, Wax",Carpentry Hammer,1,0,Maple Heartwood,1,0,Meteoric Iron Core,1,0,Wax,1,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,Production,Carpentry,,782.10,71.10,711,-710.50,1,,,,,0.00,10.00,0.00,0,1,4,,,,-10%,Lower Reagent Cost,-10%,Lower Reagent Cost,0.20%,Weapon Damage,,,,,,,2,,5,0,,,,1,,,,,,,,5,1,,,,,,,,,,1,,35,,,Maple Wand with Meteoric Iron Core,,,,,,,,,,,,,,,,
Maple Wand with White Iron Core#_75360363a969e520048f309917b353f0,Maple Wand with White Iron Core,1,,0,,,"Carpentry Hammer, Maple Heartwood, White Iron Core, Wax",Carpentry Hammer,1,0,Maple Heartwood,1,0,White Iron Core,1,0,Wax,1,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,Production,Carpentry,,782.10,71.10,711,-710.50,1,,,,,0.00,10.00,0.00,0,1,4,,,,-10%,Lower Reagent Cost,-10%,Lower Reagent Cost,20%,Damage Avoidance,,,,,,,2,,5,0,,,,1,,,,,,,,5,1,,,,,,,,,,1,,32,,,Maple Wand with White Iron Core,,,,,,,,,,,,,,,,
Maple Wood Staff#_31d6138c25bdb55f8320f2f801834d82,Maple Wood Staff,1,,0,,,"Wood Rasp, (6)Maple Timber, Wax",Wood Rasp,1,0,Maple Timber,6,0,Wax,1,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,Production,Carpentry,,213.40,19.40,194,-194.00,,,,,,0.00,10.00,0.00,0,1,4,,,,-60%,Lower Reagent Cost,-60%,Lower Reagent Cost,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,17,,,Maple Wood Staff,,,,,,,,,,,,,,,,
Maple Wood#,Maple Wood,1,,0,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,Gathering,Gathering,,5.50,0.50,5,-2.50,5,,,,Log_01,0.00,10.00,0.00,0,1,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,Wiki,,,1,,11,,,Maple Wood,,,,,,,,,,,,,,,,
Massive Fabric#_43e155863ee8f749149bdf943f00f6e7,Massive Fabric,1,,0,,,"Loom Shuttle, (50)Spool of Cotton Thread",Loom Shuttle,1,0,Spool of Cotton Thread,50,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,Refining,Textiles,,1100.00,100.00,1000,-962.50,75,,,,fabric_deco2,0.00,10.00,0.00,0,1,3,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,1,,15,,,Massive Fabric,,,,,,,,,,,,,,,,
Masterwork Blacksmithing Upgrade#_283f57fe87b34677dd555493aa960183,Masterwork Blacksmithing Upgrade,1,,0,,,"Smithing Hammer, Crafted Equipable, (5)Silver Ingot",Smithing Hammer,1,0,Crafted Equipable,1,0,Silver Ingot,5,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,Production,Blacksmithing,?,82.50,7.50,75,-75.00,,,,,,0.00,10.00,0.00,0,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,33,,,Masterwork Blacksmithing Upgrade,,,,,,,,,,,,,,,,
Masterwork Carpentry Upgrade#_202cb1f403c4813c0989e4176bc45600,Masterwork Carpentry Upgrade,1,,0,,,"Carpentry Hammer, Crafted Equipable, (5)Silver Ingot",Carpentry Hammer,1,0,Crafted Equipable,1,0,Silver Ingot,5,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,Production,Carpentry,?,82.50,7.50,75,-75.00,,,,,,0.00,10.00,0.00,0,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,29,,,Masterwork Carpentry Upgrade,,,,,,,,,,,,,,,,
Masterwork Tailoring Upgrade#_556a6b9023893a43eaebdd3d789bbce7,Masterwork Tailoring Upgrade,1,,0,,,"Tailoring Scissors, Crafted Equipable, (5)Silver Ingot",Tailoring Scissors,1,0,Crafted Equipable,1,0,Silver Ingot,5,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,Production,Tailoring,?,82.50,7.50,75,-75.00,,,,,,0.00,10.00,0.00,0,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,29,,,Masterwork Tailoring Upgrade,,,,,,,,,,,,,,,,
Masterwork#_9f1f66b2abe1cb03197e05d9cda07358,Masterwork,1,,0,,,"Smithing Hammer, Crafted Equipable, (5)Silver Ingot",Smithing Hammer,1,0,Crafted Equipable,1,0,Silver Ingot,5,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,Production,Blacksmithing,?,82.50,7.50,75,-75.00,,,,,,0.00,10.00,0.00,0,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,11,,,Masterwork,,,,,,,,,,,,,,,,
Masterwork#_f9c820b14b327d0a88040a7587925a35,Masterwork,1,,0,,,"Tailoring Scissors, Crafted Equipable, (5)Silver Ingot",Tailoring Scissors,1,0,Crafted Equipable,1,0,Silver Ingot,5,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,Production,Tailoring,?,82.50,7.50,75,-75.00,,,,,,0.00,10.00,0.00,0,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,11,,,Masterwork,,,,,,,,,,,,,,,,
Masterwork#_fe7089a51c7cc1d1aa6397101e95bc58,Masterwork,1,,0,,,"Carpentry Hammer, Crafted Equipable, (5)Silver Ingot",Carpentry Hammer,1,0,Crafted Equipable,1,0,Silver Ingot,5,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,Production,Carpentry,?,82.50,7.50,75,-75.00,,,,,,0.00,10.00,0.00,0,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,11,,,Masterwork,,,,,,,,,,,,,,,,
Medium Rough Stone Fence#_90d6d4c31f4e9475d2a2106cb8ae56e3,Medium Rough Stone Fence,1,,0,,,"Smelting Tongs, (11)Granite Block, (2)Metal Binding",Smelting Tongs,1,0,Granite Block,11,0,Metal Binding,2,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,Refining,Smelting,,117.70,10.70,107,-94.50,25,,,,HousePlotStone_wall_modular_5m,0.00,10.00,0.00,0,1,3,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,25,,,Medium Rough Stone Fence,,,,,,,,,,,,,,,,
Medium Rough Wooden Fence#_d15dcf30b8a22249c8178ee0710c7704,Medium Rough Wooden Fence,1,,0,,,"Carpentry Hammer, (6)Pine Wood, (2)Metal Binding",Carpentry Hammer,1,0,Pine Wood,6,0,Metal Binding,2,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,Production,Carpentry,50,90.20,8.20,82,-82.00,0,,,,HousePlotWoodFences_modular_5m,0.00,10.00,0.00,0,1,4,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,,26,,,Medium Rough Wooden Fence,,,,,,,,,,,,,,,,
Medium Rough Wooden Fence#_f969c35bbb5016e39da7eda4eec9f40a,Medium Rough Wooden Fence,1,,0,,,"Carpentry Hammer, (6)Maple Wood, (2)Metal Binding",Carpentry Hammer,1,0,Maple Wood,6,0,Metal Binding,2,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,Production,Carpentry,50,90.20,8.20,82,-82.00,0,,,,,0.00,10.00,0.00,0,1,4,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,,26,,,Medium Rough Wooden Fence,,,,,,,,,,,,,,,,
Medium Tall Rough Stone Fence#_7b56c9ccdbb41062d4189208cc3da0c8,Medium Tall Rough Stone Fence,1,,0,,,"Smelting Tongs, (21)Granite Block, (2)Metal Binding",Smelting Tongs,1,0,Granite Block,21,0,Metal Binding,2,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,Refining,Smelting,?,172.70,15.70,157,-157.00,,,,,,0.00,10.00,0.00,0,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,30,,,Medium Tall Rough Stone Fence,,,,,,,,,,,,,,,,
Metal Binding#_42281d2657dfc8ddd89c89e32080ed62,Metal Binding,2,,0,,,"Smithing Hammer, Metal Ingot, Chunk of Coal",Smithing Hammer,1,0,Metal Ingot,1,0,Chunk of Coal,1,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,Production,Blacksmithing,?,28.60,2.60,26,-26.00,,,,,,0.00,10.00,0.00,0,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,14,,,Metal Binding,,,,,,,,,,,,,,,,
Metal Core#_69c2a4d110462082a0871ef40c8487bc,Metal Core,1,,0,,,"Smelting Tongs, Core Mold, (3)Metal Ingot, Chunk of Coal",Smelting Tongs,1,0,Core Mold,1,0,Metal Ingot,3,0,Chunk of Coal,1,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,Refining,Smelting,,79.20,7.20,72,-67.00,10,,,,IronWire,0.00,10.00,0.00,0,1,3,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,11,,,Metal Core,,,,,,,,,,,,,,,,
Metal Dagger Blade#_50f25149c4d22491528e323cfcb39b17,Metal Dagger Blade,1,,0,,,"Smithing Hammer, Dagger Blade Mold, (2)Metal Ingot, Chunk of Coal",Smithing Hammer,1,0,Dagger Blade Mold,1,0,Metal Ingot,2,0,Chunk of Coal,1,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,Production,Blacksmithing,?,53.90,4.90,49,-49.00,,,,,,0.00,10.00,0.00,0,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,19,,,Metal Dagger Blade,,,,,,,,,,,,,,,,
Metal Great Axe Blade#_b019ff46f4a7e710ad154deaa1e3449b,Metal Great Axe Blade,1,,0,,,"Smithing Hammer, Great Axe Head Mold, (6)Metal Ingot, Chunk of Coal",Smithing Hammer,1,0,Great Axe Head Mold,1,0,Metal Ingot,6,0,Chunk of Coal,1,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,Production,Blacksmithing,?,155.10,14.10,141,-141.00,,,,,,0.00,10.00,0.00,0,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,22,,,Metal Great Axe Blade,,,,,,,,,,,,,,,,
Metal Halberd Blade#_057a4c455dfc025081e82540d2e79214,Metal Halberd Blade,1,,0,,,"Smithing Hammer, Halberd Blade Mold, (6)Metal Ingot, Chunk of Coal",Smithing Hammer,1,0,Halberd Blade Mold,1,0,Metal Ingot,6,0,Chunk of Coal,1,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,Production,Blacksmithing,?,155.10,14.10,141,-141.00,,,,,,0.00,10.00,0.00,0,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,20,,,Metal Halberd Blade,,,,,,,,,,,,,,,,
Metal Hand Axe Blade#_9c12ca5ee625513f4c93a32ca4150ce3,Metal Hand Axe Blade,1,,0,,,"Smithing Hammer, Hand Axe Head Mold, (3)Metal Ingot, Chunk of Coal",Smithing Hammer,1,0,Hand Axe Head Mold,1,0,Metal Ingot,3,0,Chunk of Coal,1,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,Production,Blacksmithing,?,79.20,7.20,72,-72.00,,,,,,0.00,10.00,0.00,0,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,21,,,Metal Hand Axe Blade,,,,,,,,,,,,,,,,
Metal Heavy War Hammer Head#_1a629f4ab09e3bca2bd9449b5d7762aa,Metal Heavy War Hammer Head,1,,0,,,"Smithing Hammer, Heavy War Hammer Head Mold, (6)Metal Ingot, Chunk of Coal",Smithing Hammer,1,0,Heavy War Hammer Head Mold,1,0,Metal Ingot,6,0,Chunk of Coal,1,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,Production,Blacksmithing,?,155.10,14.10,141,-141.00,,,,,,0.00,10.00,0.00,0,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,28,,,Metal Heavy War Hammer Head,,,,,,,,,,,,,,,,
Metal Hilt#_3d02513023b52277909700f6928c4d8e,Metal Hilt,1,,0,,,"Smithing Hammer, (2)Metal Ingot, Chunk of Coal",Smithing Hammer,1,0,Metal Ingot,2,0,Chunk of Coal,1,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,Production,Blacksmithing,?,53.90,4.90,49,-49.00,,,,,,0.00,10.00,0.00,0,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,11,,,Metal Hilt,,,,,,,,,,,,,,,,
